trigger_tag,trigger_canonical,related_tag,related_canonical,slot,support,trigger_lines,related_lines,total_lines,confidence,reverse_confidence,lift,pmi,score,safety_bin,safety_class,related_group,related_subgroup,related_source,expected_support,negative_score
standing sex,standing_sex,closed mouth,closed_mouth,expression,733,7915,52693,200039,0.092609,0.013911,0.351572,-1.508106,0.093476,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,2084.918916,876.621504
thighhighs,thighhighs,socks,socks,clothing,265,38675,7005,200039,0.006852,0.03783,0.195669,-2.353513,0.023865,suggestive,suggestive,服饰,袜子,weilin_tagcart.csv,1354.327781,876.180073
penis,penis,feet out of frame,feet_out_of_frame,pose_action,522,84272,4191,200039,0.006194,0.124553,0.295654,-1.758017,0.040296,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,1765.575473,875.907023
ass,ass,grabbing from behind,grabbing_from_behind,pose_action,143,49327,4638,200039,0.002899,0.030832,0.125036,-2.999584,0.013658,suggestive,suggestive,表情动作,手部动作(抓着某物),weilin_tagcart.csv,1143.670114,875.55027
bra lift,bra_lift,completely nude,completely_nude,other,8,3115,57225,200039,0.002568,0.00014,0.008978,-6.799453,0.000563,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,891.105609,875.17743
completely nude,completely_nude,bra lift,bra_lift,clothing,8,57225,3115,200039,0.00014,0.002568,0.008978,-6.799453,0.000563,nsfw,nudity_nsfw,表情动作,手部动作,danbooru_all.csv,891.105609,875.17743
areola slip,areola_slip,nude,nude,other,376,3017,101769,200039,0.124627,0.003695,0.244969,-2.029327,0.078968,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,1534.886062,874.994528
nude,nude,areola slip,areola_slip,body_detail,376,101769,3017,200039,0.003695,0.124627,0.244969,-2.029327,0.031682,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,1534.886062,874.994528
topless,topless,white shirt,white_shirt,clothing,267,8834,30693,200039,0.030224,0.008699,0.196983,-2.343855,0.024056,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,1355.445498,874.040014
licking penis,licking_penis,closed mouth,closed_mouth,expression,20,3467,52693,200039,0.005769,0.00038,0.0219,-5.512946,0.001617,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,913.25507,873.693064
orgasm,orgasm,looking at viewer,looking_at_viewer,camera,347,2356,126228,200039,0.147284,0.002749,0.233407,-2.099083,0.087753,nsfw,explicit_nsfw,镜头,主角动作,weilin_tagcart.csv,1486.675938,873.668034
completely nude,completely_nude,dress shirt,dress_shirt,clothing,33,57225,3273,200039,0.000577,0.010082,0.035245,-4.82644,0.002879,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,936.304546,871.467629
breasts apart,breasts_apart,looking back,looking_back,camera,20,9500,19181,200039,0.002105,0.001043,0.021956,-5.509252,0.001622,suggestive,suggestive,镜头,主角动作,weilin_tagcart.csv,910.919871,871.358987
sex,sex,from below,from_below,camera,363,73101,4132,200039,0.004966,0.087851,0.240402,-2.056481,0.030912,nsfw,explicit_nsfw,镜头,镜头角度,weilin_tagcart.csv,1509.972215,871.23806
ass,ass,covered navel,covered_navel,body_detail,216,49327,5130,200039,0.004379,0.042105,0.170752,-2.550024,0.020098,suggestive,suggestive,人物,腰部,danbooru_all.csv,1264.990877,869.873356
nude,nude,panties aside,panties_aside,pose_action,803,101769,4285,200039,0.00789,0.187398,0.368353,-1.44084,0.053597,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,2179.97573,869.762968
panties aside,panties_aside,nude,nude,other,803,4285,101769,200039,0.187398,0.00789,0.368353,-1.44084,0.200879,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,2179.97573,869.762968
penis,penis,covering,covering,pose_action,21,84272,2163,200039,0.000249,0.009709,0.023046,-5.439344,0.001718,nsfw,explicit_nsfw,表情动作,手部动作(放在某地),weilin_tagcart.csv,911.223991,869.707956
spread legs,spread_legs,groin,groin,body_detail,79,60233,3390,200039,0.001312,0.023304,0.077394,-3.691634,0.007544,suggestive,suggestive,人物,腹部,weilin_tagcart.csv,1020.750304,868.864434
erection,erection,cowboy shot,cowboy_shot,camera,184,19766,12221,200039,0.009309,0.015056,0.152373,-2.714324,0.01743,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,1207.565955,867.602518
completely nude,completely_nude,garter straps,garter_straps,clothing,9,57225,3091,200039,0.000157,0.002912,0.010178,-6.618369,0.000651,nsfw,nudity_nsfw,服饰,小装饰,weilin_tagcart.csv,884.239948,866.331552
garter straps,garter_straps,completely nude,completely_nude,other,9,3091,57225,200039,0.002912,0.000157,0.010178,-6.618369,0.000651,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,884.239948,866.331552
thighhighs,thighhighs,eyelashes,eyelashes,body_detail,624,38675,9879,200039,0.016134,0.063164,0.326705,-1.613939,0.045773,suggestive,suggestive,人物,面部,danbooru_all.csv,1909.979179,865.843181
cowgirl position,cowgirl_position,missionary,missionary,other,38,16456,11420,200039,0.002309,0.003327,0.040449,-4.627752,0.0034,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,939.454406,864.991469
missionary,missionary,cowgirl position,cowgirl_position,other,38,11420,16456,200039,0.003327,0.002309,0.040449,-4.627752,0.0034,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,939.454406,864.991469
large breasts,large_breasts,raised eyebrows,raised_eyebrows,body_detail,50,77274,2488,200039,0.000647,0.020096,0.052024,-4.264688,0.004625,suggestive,suggestive,人物,眉毛,danbooru_all.csv,961.101145,863.702328
completely nude,completely_nude,plaid,plaid,clothing,28,57225,3211,200039,0.000489,0.00872,0.030482,-5.035888,0.002408,nsfw,nudity_nsfw,服饰,花纹,weilin_tagcart.csv,918.568254,863.421756
fellatio,fellatio,on bed,on_bed,scene,1088,13810,37382,200039,0.078783,0.029105,0.421587,-1.246097,0.100991,nsfw,explicit_nsfw,场景,室内,danbooru_all.csv,2580.723859,863.410671
vaginal,vaginal,legs,legs,pose_action,451,61149,5369,200039,0.007375,0.084001,0.274795,-1.863574,0.036599,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,1641.224866,863.157305
completely nude,completely_nude,thighband pantyhose,thighband_pantyhose,clothing,9,57225,3079,200039,0.000157,0.002923,0.010218,-6.612757,0.000653,nsfw,nudity_nsfw,服饰,袜子,weilin_tagcart.csv,880.807118,862.899079
thighband pantyhose,thighband_pantyhose,completely nude,completely_nude,other,9,3079,57225,200039,0.002923,0.000157,0.010218,-6.612757,0.000653,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,880.807118,862.899079
penis,penis,from below,from_below,camera,516,84272,4132,200039,0.006123,0.124879,0.296429,-1.754241,0.040329,nsfw,explicit_nsfw,镜头,镜头角度,weilin_tagcart.csv,1740.72008,861.67747
spread legs,spread_legs,profile,profile,camera,31,60233,3058,200039,0.000515,0.010137,0.033667,-4.892521,0.002715,suggestive,suggestive,镜头,镜头,weilin_tagcart.csv,920.783017,859.826694
facial,facial,pussy juice,pussy_juice,body_detail,183,9095,26338,200039,0.020121,0.006948,0.15282,-2.710094,0.017464,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1197.48704,859.453105
pussy juice,pussy_juice,facial,facial,other,183,26338,9095,200039,0.006948,0.020121,0.15282,-2.710094,0.017464,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1197.48704,859.453105
completely nude,completely_nude,thigh strap,thigh_strap,clothing,678,57225,6931,200039,0.011848,0.097821,0.34195,-1.548143,0.048516,nsfw,nudity_nsfw,服饰,小装饰,weilin_tagcart.csv,1982.74574,858.587872
thigh strap,thigh_strap,completely nude,completely_nude,other,678,6931,57225,200039,0.097821,0.011848,0.34195,-1.548143,0.094917,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,1982.74574,858.587872
facial,facial,standing,standing,pose_action,167,9095,25701,200039,0.018362,0.006498,0.142915,-2.806769,0.016063,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,1168.525113,858.391951
shirt lift,shirt_lift,dress,dress,clothing,84,9955,20466,200039,0.008438,0.004104,0.082475,-3.599908,0.008137,nsfw,nudity_nsfw,服饰,裙子,weilin_tagcart.csv,1018.496543,857.424402
nude,nude,dress shirt,dress_shirt,clothing,471,101769,3273,200039,0.004628,0.143905,0.282862,-1.821832,0.037934,nsfw,nudity_nsfw,服饰,上衣,weilin_tagcart.csv,1665.124986,856.352823
penis,penis,skindentation,skindentation,body_detail,563,84272,4288,200039,0.006681,0.131297,0.311663,-1.681942,0.042981,nsfw,explicit_nsfw,人物,皮肤,danbooru_all.csv,1806.439424,855.90559
ass grab,ass_grab,sitting,sitting,pose_action,251,8008,32706,200039,0.031344,0.007674,0.191707,-2.383029,0.023164,suggestive,suggestive,表情动作,腿部动作,weilin_tagcart.csv,1309.292928,855.411266
cum in mouth,cum_in_mouth,pussy juice,pussy_juice,body_detail,148,8594,26338,200039,0.017221,0.005619,0.130797,-2.934597,0.014379,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1131.523213,854.88119
pussy juice,pussy_juice,cum in mouth,cum_in_mouth,expression,148,26338,8594,200039,0.005619,0.017221,0.130797,-2.934597,0.014379,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1131.523213,854.88119
oral,oral,pussy juice,pussy_juice,body_detail,670,14930,26338,200039,0.044876,0.025439,0.340837,-1.552846,0.048271,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1965.748379,854.109244
pussy juice,pussy_juice,oral,oral,pose_action,670,26338,14930,200039,0.025439,0.044876,0.340837,-1.552846,0.048271,nsfw,explicit_nsfw,人物,嘴巴,weilin_tagcart.csv,1965.748379,854.109244
sex from behind,sex_from_behind,spread pussy,spread_pussy,body_detail,60,28679,6736,200039,0.002092,0.008907,0.06213,-4.008571,0.005732,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,965.720405,849.448192
spread pussy,spread_pussy,sex from behind,sex_from_behind,pose_action,60,6736,28679,200039,0.008907,0.002092,0.06213,-4.008571,0.005732,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,965.720405,849.448192
after sex,after_sex,straddling,straddling,pose_action,279,11705,23061,200039,0.023836,0.012098,0.206761,-2.273962,0.025441,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,1349.381896,849.068308
straddling,straddling,after sex,after_sex,pose_action,279,23061,11705,200039,0.012098,0.023836,0.206761,-2.273962,0.025441,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,1349.381896,849.068308
completely nude,completely_nude,sweater,sweater,clothing,10,57225,3034,200039,0.000175,0.003296,0.011522,-6.439513,0.000749,nsfw,nudity_nsfw,服饰,外套,weilin_tagcart.csv,867.934003,848.049219
areola slip,areola_slip,penis,penis,body_detail,233,3017,84272,200039,0.077229,0.002765,0.183321,-2.447557,0.033775,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,1270.995276,847.709046
penis,penis,areola slip,areola_slip,body_detail,233,84272,3017,200039,0.002765,0.077229,0.183321,-2.447557,0.021867,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1270.995276,847.709046
missionary,missionary,upper body,upper_body,camera,10,11420,15184,200039,0.000876,0.000659,0.011536,-6.437689,0.00075,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,866.837367,846.952729
oral,oral,looking back,looking_back,camera,333,14930,19181,200039,0.022304,0.017361,0.23261,-2.104017,0.029487,nsfw,explicit_nsfw,镜头,主角动作,weilin_tagcart.csv,1431.582491,843.041528
ass,ass,breasts apart,breasts_apart,body_detail,938,49327,9500,200039,0.019016,0.098737,0.400414,-1.320436,0.059598,suggestive,suggestive,人物,胸部,weilin_tagcart.csv,2342.575698,842.163988
breasts apart,breasts_apart,ass,ass,body_detail,938,9500,49327,200039,0.098737,0.019016,0.400414,-1.320436,0.11769,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,2342.575698,842.163988
anus,anus,ass visible through thighs,ass_visible_through_thighs,camera,76,33352,5917,200039,0.002279,0.012844,0.077038,-3.698287,0.007451,nsfw,explicit_nsfw,镜头,人物构图,danbooru_all.csv,986.526547,840.381433
ass visible through thighs,ass_visible_through_thighs,anus,anus,body_detail,76,5917,33352,200039,0.012844,0.002279,0.077038,-3.698287,0.007451,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,986.526547,840.381433
nude,nude,plaid,plaid,clothing,462,101769,3211,200039,0.00454,0.14388,0.282814,-1.822075,0.037811,nsfw,nudity_nsfw,服饰,花纹,weilin_tagcart.csv,1633.582746,840.242794
completely nude,completely_nude,torn pantyhose,torn_pantyhose,clothing,5,57225,2969,200039,0.000087,0.001684,0.005887,-7.408269,0.000346,nsfw,nudity_nsfw,服饰,袜子,danbooru_all.csv,849.339504,839.368938
torn pantyhose,torn_pantyhose,completely nude,completely_nude,other,5,2969,57225,200039,0.001684,0.000087,0.005887,-7.408269,0.000346,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,849.339504,839.368938
black bra,black_bra,completely nude,completely_nude,other,43,3214,57225,200039,0.013379,0.000751,0.046768,-4.418326,0.004032,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,919.426462,835.437498
completely nude,completely_nude,black bra,black_bra,clothing,43,57225,3214,200039,0.000751,0.013379,0.046768,-4.418326,0.004032,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,919.426462,835.437498
fellatio,fellatio,from behind,from_behind,camera,291,13810,19621,200039,0.021072,0.014831,0.214829,-2.21874,0.026623,nsfw,explicit_nsfw,镜头,镜头角度,weilin_tagcart.csv,1354.56591,835.08114
bouncing breasts,bouncing_breasts,small breasts,small_breasts,body_detail,85,3463,57593,200039,0.024545,0.001476,0.085253,-3.5521,0.00843,suggestive,suggestive,人物,胸部,weilin_tagcart.csv,997.028374,834.274908
small breasts,small_breasts,bouncing breasts,bouncing_breasts,body_detail,85,57593,3463,200039,0.001476,0.024545,0.085253,-3.5521,0.00843,suggestive,suggestive,人物,胸部,weilin_tagcart.csv,997.028374,834.274908
penis,penis,cup,cup,prop,253,84272,3059,200039,0.003002,0.082707,0.196324,-2.348695,0.023755,nsfw,explicit_nsfw,物品,餐具,weilin_tagcart.csv,1288.688946,832.358806
oral,oral,cowboy shot,cowboy_shot,camera,41,14930,12221,200039,0.002746,0.003355,0.04495,-4.475527,0.003838,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,912.119787,831.962746
completely nude,completely_nude,white gloves,white_gloves,clothing,94,57225,3529,200039,0.001643,0.026636,0.093112,-3.424891,0.00939,nsfw,nudity_nsfw,服饰,手部装饰物,danbooru_all.csv,1009.538265,830.290781
penis,penis,hand up,hand_up,pose_action,395,84272,3599,200039,0.004687,0.109753,0.260523,-1.940516,0.033965,nsfw,explicit_nsfw,表情动作,手部动作,danbooru_all.csv,1516.178985,829.085701
nude,nude,black jacket,black_jacket,clothing,1152,101769,5162,200039,0.01132,0.223169,0.438666,-1.188806,0.06723,nsfw,nudity_nsfw,服饰,上半身服装,danbooru_all.csv,2626.145792,827.488642
penis,penis,legs,legs,pose_action,897,84272,5369,200039,0.010644,0.16707,0.39658,-1.334317,0.058646,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,2261.840781,823.572717
cum in mouth,cum_in_mouth,standing,standing,pose_action,151,8594,25701,200039,0.01757,0.005875,0.136756,-2.870324,0.01509,nsfw,explicit_nsfw,表情动作,基础动作,weilin_tagcart.csv,1104.156659,822.806809
ass visible through thighs,ass_visible_through_thighs,sex from behind,sex_from_behind,pose_action,13,5917,28679,200039,0.002197,0.000453,0.015325,-6.027996,0.001043,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,848.302796,822.502017
sex from behind,sex_from_behind,ass visible through thighs,ass_visible_through_thighs,camera,13,28679,5917,200039,0.000453,0.002197,0.015325,-6.027996,0.001043,nsfw,explicit_nsfw,镜头,人物构图,danbooru_all.csv,848.302796,822.502017
anus,anus,standing sex,standing_sex,pose_action,278,33352,7915,200039,0.008335,0.035123,0.210662,-2.246996,0.025905,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1319.648069,822.212168
standing sex,standing_sex,anus,anus,body_detail,278,7915,33352,200039,0.035123,0.008335,0.210662,-2.246996,0.025905,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1319.648069,822.212168
sex,sex,wariza,wariza,pose_action,33,73101,2427,200039,0.000451,0.013597,0.037208,-4.748246,0.003039,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,886.907688,822.13555
completely nude,completely_nude,plaid skirt,plaid_skirt,clothing,19,57225,2996,200039,0.000332,0.006342,0.022169,-5.495331,0.001621,nsfw,nudity_nsfw,服饰,裙子,weilin_tagcart.csv,857.063373,819.484578
clothed sex,clothed_sex,wet,wet,body_detail,678,16404,23630,200039,0.041331,0.028692,0.349889,-1.515029,0.049642,nsfw,explicit_nsfw,人物,皮肤,danbooru_all.csv,1937.754738,818.979806
areola slip,areola_slip,sex,sex,pose_action,153,3017,73101,200039,0.050713,0.002093,0.138774,-2.849193,0.015568,nsfw,nudity_nsfw,NSFW,R18词,weilin_tagcart.csv,1102.513595,817.745986
sex,sex,areola slip,areola_slip,body_detail,153,73101,3017,200039,0.002093,0.050713,0.138774,-2.849193,0.01535,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1102.513595,817.745986
cum on breasts,cum_on_breasts,from behind,from_behind,camera,57,9456,19621,200039,0.006028,0.002905,0.061456,-4.024313,0.005611,nsfw,explicit_nsfw,镜头,镜头角度,weilin_tagcart.csv,927.500017,817.002982
after sex,after_sex,clothed sex,clothed_sex,pose_action,75,11705,16404,200039,0.006408,0.004572,0.078137,-3.677857,0.007538,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,959.856928,815.717176
clothed sex,clothed_sex,after sex,after_sex,pose_action,75,16404,11705,200039,0.004572,0.006408,0.078137,-3.677857,0.007538,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,959.856928,815.717176
cowgirl position,cowgirl_position,cumdrip,cumdrip,other,121,16456,12681,200039,0.007353,0.009542,0.11599,-3.107922,0.012279,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1043.189258,815.224104
cumdrip,cumdrip,cowgirl position,cowgirl_position,other,121,12681,16456,200039,0.009542,0.007353,0.11599,-3.107922,0.012279,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1043.189258,815.224104
erection,erection,wet,wet,body_detail,957,19766,23630,200039,0.048416,0.040499,0.409868,-1.286768,0.061182,nsfw,explicit_nsfw,人物,皮肤,danbooru_all.csv,2334.897595,813.14135
pantyhose,pantyhose,stomach,stomach,body_detail,1180,13718,38586,200039,0.086018,0.030581,0.44594,-1.165079,0.117975,suggestive,suggestive,人物,腹部,danbooru_all.csv,2646.097751,812.30658
nude,nude,necktie,necktie,clothing,736,101769,3958,200039,0.007232,0.185953,0.365512,-1.452011,0.052501,nsfw,nudity_nsfw,服饰,领口,weilin_tagcart.csv,2013.615855,810.63241
cameltoe,cameltoe,cum in pussy,cum_in_pussy,body_detail,20,4912,34620,200039,0.004072,0.000578,0.023527,-5.409563,0.001738,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,850.10143,810.571962
cum in pussy,cum_in_pussy,cameltoe,cameltoe,body_detail,20,34620,4912,200039,0.000578,0.004072,0.023527,-5.409563,0.001738,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,850.10143,810.571962
cum on breasts,cum_on_breasts,sex from behind,sex_from_behind,pose_action,308,9456,28679,200039,0.032572,0.01074,0.227192,-2.138013,0.028427,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1355.678763,809.654042
sex from behind,sex_from_behind,cum on breasts,cum_on_breasts,body_detail,308,28679,9456,200039,0.01074,0.032572,0.227192,-2.138013,0.028427,nsfw,explicit_nsfw,NSFW,R18词,weilin_tagcart.csv,1355.678763,809.654042
after vaginal,after_vaginal,straddling,straddling,pose_action,167,9682,23061,200039,0.017249,0.007242,0.149619,-2.740631,0.016817,nsfw,explicit_nsfw,表情动作,腿部动作,weilin_tagcart.csv,1116.165358,807.151799
straddling,straddling,after vaginal,after_vaginal,other,167,23061,9682,200039,0.007242,0.017249,0.149619,-2.740631,0.016817,suggestive,suggestive,NSFW,R18词,weilin_tagcart.csv,1116.165358,807.151799
after sex,after_sex,upper body,upper_body,camera,42,11705,15184,200039,0.003588,0.002766,0.047272,-4.402862,0.004056,nsfw,explicit_nsfw,镜头,镜头,weilin_tagcart.csv,888.470348,806.455783
